track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRRSJTI128F423D1C1,No One Knows,Queens of the Stone Age,https://p.scdn.co/mp3-preview/7c75e26bfc6cddd2c87a55ccb5e7e765607c3706?cid=774b29d4f13844c495f206cafdad9c86,063ZwzDTRdyhMa4mKqpfnv,"rock, alternative, alternative_rock, hard_rock, 00s",,2007,255133,0.508,0.516,0,-6.996,1,0.0446,0.015,0.000988,0.0663,0.716,170.901,4
TRHMVGF128E078ED9B,Rape Me,Nirvana,https://p.scdn.co/mp3-preview/06f5dbdf848611605f68fc1e60c92d1cf12db93a?cid=774b29d4f13844c495f206cafdad9c86,11Tm0hw3DDF1gqU0kSEwiC,"rock, alternative, alternative_rock, 90s, grunge",Rock,1993,170000,0.417,0.739,8,-10.543,1,0.0466,0.0186,0.0,0.0638,0.255,111.928,4
TRUIVAV128F424A428,Polly,Nirvana,https://p.scdn.co/mp3-preview/360148780dc61c6f6b07b82f10e7521a07e864ce?cid=774b29d4f13844c495f206cafdad9c86,0xHch89AN9RlN8Nm4kJzs3,"rock, alternative, alternative_rock, 90s, acoustic, grunge",,1994,196466,0.618,0.392,11,-11.941,1,0.0388,0.683,7.09e-05,0.905,0.437,115.075,4
TRUFXWT128F147928F,Hurt,Johnny Cash,https://p.scdn.co/mp3-preview/88a729f6865d2c72c481d5a543d4bcb302310414?cid=774b29d4f13844c495f206cafdad9c86,1jHhOrH4kIhjLFvagzvw1s,"rock, classic_rock, folk, singer_songwriter, acoustic, country, beautiful, cover",,2007,218586,0.521,0.304,9,-11.577,0,0.0276,0.803,0.00231,0.0929,0.184,90.819,4
TRCUKNC12903CA03A6,High and Dry,Radiohead,https://p.scdn.co/mp3-preview/7cc39826315239401b8bac4317c14c35ecdbcd58?cid=774b29d4f13844c495f206cafdad9c86,0LNkoLBBuDYHc5OKY2bOvx,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, acoustic, beautiful, britpop",,2008,257480,0.418,0.383,4,-11.782,1,0.0257,0.0718,0.0177,0.0896,0.352,87.773,4
TRCRCBT128F4260DD1,Such Great Heights,The Postal Service,https://p.scdn.co/mp3-preview/0185e782194fa2fecba88d96ad9afb4fff8d6406?cid=774b29d4f13844c495f206cafdad9c86,0cs7BfenkAuxTVJv96KMme,"rock, electronic, alternative, indie, pop, indie_rock, indie_pop, love",,2003,267466,0.649,0.814,5,-8.447,1,0.0469,0.00918,0.23,0.0672,0.199,174.979,4
TRSCMBY128F9311188,Mardy Bum,Arctic Monkeys,https://p.scdn.co/mp3-preview/4964cbac745e7e8ef3968b684ba291e8c756c579?cid=774b29d4f13844c495f206cafdad9c86,0gNQKJ5uTPeuxF2iVJAUAc,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop",Rock,2006,175426,0.634,0.599,2,-5.447,1,0.0365,0.0288,0.0,0.197,0.312,112.215,4
TRYFDIV128F42BAF81,Fake Plastic Trees,Radiohead,https://p.scdn.co/mp3-preview/9f661dae7578998a5817c65210ff23fbfa1a0c74?cid=774b29d4f13844c495f206cafdad9c86,045sp2JToyTaaKyXkGejPy,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, love, beautiful, britpop, mellow",Rock,1995,290706,0.454,0.229,2,-12.592,1,0.0297,0.167,0.102,0.202,0.134,73.552,4
TRCSKKO128EF33DD14,Sweet Home Alabama,Lynyrd Skynyrd,https://p.scdn.co/mp3-preview/56c87d16c2f7514de3887a75e1084849b4f33198?cid=774b29d4f13844c495f206cafdad9c86,00I3Ty0pd83FWrPufrF03P,"rock, classic_rock, 70s, blues_rock",Rock,1998,283973,0.575,0.542,0,-14.544,1,0.0256,0.324,0.000783,0.0977,0.855,97.804,4
TRYJPIH128F4262602,This Love,Maroon 5,https://p.scdn.co/mp3-preview/86ee8e73aa2c439b7f772e939c5c5f542dca32d1?cid=774b29d4f13844c495f206cafdad9c86,0mIllpvSLn6pEgBNTkCmKX,"rock, alternative, pop, alternative_rock, love, 00s, pop_rock",RnB,2007,205786,0.714,0.862,5,-4.603,0,0.0363,0.0609,0.0,0.093,0.764,95.038,4
TREIGEZ12903CD2F22,Don't Look Back in Anger,Oasis,https://p.scdn.co/mp3-preview/5b82274e20e152fa933b2ce8db18aa5120e0bd1a?cid=774b29d4f13844c495f206cafdad9c86,0dgwXPvMBoEtA4iljLy0zY,"rock, alternative, indie, alternative_rock, british, 90s, britpop",,1995,287826,0.354,0.913,0,-3.584,1,0.0706,0.0255,4.11e-06,0.152,0.216,163.934,4
TRAAHSY128F147BB5C,Speed of Sound,Coldplay,https://p.scdn.co/mp3-preview/739f1ff67c5b9a416d7a1136c2e15b53a67bdce9?cid=774b29d4f13844c495f206cafdad9c86,1CAPtD2FgB23xGewa3nqkg,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, piano, 00s, britpop, mellow",Rock,2008,287906,0.523,0.898,11,-6.765,0,0.0567,0.00491,0.0345,0.0746,0.355,123.085,4
TRQEQMC128F4251B04,Break on Through (to the Other Side),The Doors,https://p.scdn.co/mp3-preview/d8f685ff9b50f2f6f7672fc86642df000b195481?cid=774b29d4f13844c495f206cafdad9c86,1OdO2milIwmQTkIkLZyPo0,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",,1972,145866,0.421,0.751,9,-9.584,1,0.0472,0.202,0.0,0.17,0.789,89.839,4
TRJQVPN128F932BE9C,Here Without You,3 Doors Down,https://p.scdn.co/mp3-preview/182be4ef37fdfa43e0e0f39d1851a48189512d23?cid=774b29d4f13844c495f206cafdad9c86,0AG5b5RfnsTUmKWni1WrVT,"rock, alternative, alternative_rock, love",,2008,237080,0.552,0.541,10,-6.798,0,0.0247,0.049,0.0,0.189,0.202,144.011,4
TRJCDDQ128F429B0E4,Black Hole Sun,Soundgarden,https://p.scdn.co/mp3-preview/7dfd9e00e578f29f88afb25c42511e3c42893524?cid=774b29d4f13844c495f206cafdad9c86,00akIMQYqZtMOq20xIOQId,"rock, alternative, alternative_rock, 90s, grunge",,2016,271435,0.369,0.829,6,-3.974,1,0.0391,0.000199,0.000148,0.0761,0.139,105.414,4
TRPSVTL128F936017F,Sultans of Swing,Dire Straits,https://p.scdn.co/mp3-preview/a00a90236f87d059c5a9ff481680a29f7a60e8bb?cid=774b29d4f13844c495f206cafdad9c86,00C4IJWpY3k2cmo7dHuSs1,"rock, classic_rock, 80s, 70s, guitar",Rock,2013,348812,0.736,0.815,5,-9.302,1,0.0304,0.0763,0.0799,0.27,0.921,148.152,4
TRDYCXM128F424421F,Another One Bites the Dust,Queen,https://p.scdn.co/mp3-preview/c105fe344eed632ebb72a1a0ed8efcfb5a47c6ff?cid=774b29d4f13844c495f206cafdad9c86,0ibKC39pfwJSXY6ZNSbmJN,"rock, classic_rock, hard_rock, 80s, british",,2009,215345,0.935,0.526,5,-6.576,0,0.164,0.104,0.279,0.151,0.757,109.974,4
TRDKODA128F92FAF36,Learn to Fly,Foo Fighters,https://p.scdn.co/mp3-preview/371ecdede3dda7f49d04ba01ee7c6087abd31e79?cid=774b29d4f13844c495f206cafdad9c86,0mWiuXuLAJ3Brin3Or2x6v,"rock, alternative, alternative_rock, 90s, grunge",,2009,234800,0.439,0.931,11,-2.59,0,0.0473,1.92e-05,1.21e-05,0.193,0.527,135.944,4
TRDILER128F425B313,Kryptonite,3 Doors Down,https://p.scdn.co/mp3-preview/785242ace267b27c97483eb51c5a0c6a54807611?cid=774b29d4f13844c495f206cafdad9c86,0cb0Ks7AHEG2WojvmxBf1x,"rock, alternative, alternative_rock, hard_rock",,2012,235466,0.546,0.805,11,-7.142,0,0.0281,0.00636,2.01e-05,0.152,0.529,99.01,4
TRXCSBC128E07943A1,Radioactive,Imagine Dragons,https://p.scdn.co/mp3-preview/da67866af09b9906c4f828eb9dd18719e9655e97?cid=774b29d4f13844c495f206cafdad9c86,07k45oBi6TbbwB2fxCcGl5,"rock, alternative, indie, alternative_rock, indie_rock, american",,2013,186653,0.471,0.765,9,-5.087,1,0.0616,0.133,1.78e-06,0.733,0.232,136.351,4
TRIQAMB128F4248D92,Are You Gonna Be My Girl,Jet,https://p.scdn.co/mp3-preview/f0e6e6d1835303097ef22037f333f8c057463146?cid=774b29d4f13844c495f206cafdad9c86,0bCdJzPO8jzme0oCAtIZxr,"rock, alternative, indie, alternative_rock, indie_rock",,2012,213800,0.596,0.927,2,-5.751,1,0.0727,0.00137,0.000244,0.129,0.591,104.708,4
TRPITSC128F92E27C0,Wake Me Up When September Ends,Green Day,https://p.scdn.co/mp3-preview/a83eedd6b982d4afdc2ceaeb458f471118ad78aa?cid=774b29d4f13844c495f206cafdad9c86,0rWZLMLDOFn7xAtwJrGDuj,"rock, alternative, indie, alternative_rock, punk, punk_rock, american, 00s",,2013,285653,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,4
TRXNSKZ128F427F1FB,Last Nite,The Strokes,https://p.scdn.co/mp3-preview/dd2111a218b3007e3e23a6be300a87f02aee045a?cid=774b29d4f13844c495f206cafdad9c86,1zfcJIw2XkBoBSOzLDbiM5,"rock, alternative, indie, alternative_rock, indie_rock, 00s",Rock,2001,193373,0.624,0.899,0,-5.71,1,0.0295,0.0223,0.000155,0.0975,0.797,104.055,4
TRCSOOX128F423EDE7,All Apologies,Nirvana,https://p.scdn.co/mp3-preview/ef80e817943da1bdccd7984a12a3539d3db66e43?cid=774b29d4f13844c495f206cafdad9c86,0Bb6Ew55idKQ8IYTiQNnKy,"rock, alternative, alternative_rock, 90s, grunge",,1993,229973,0.446,0.666,1,-11.386,1,0.0402,0.0533,2.1e-05,0.12,0.423,113.347,4
TRASRXK128F9311176,Fake Tales of San Francisco,Arctic Monkeys,https://p.scdn.co/mp3-preview/93d7fa28380ae4499a16dececa48b7a117bd44ea?cid=774b29d4f13844c495f206cafdad9c86,1RqqEU82PZFxy9AOntKosx,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",Rock,2006,179946,0.453,0.772,11,-4.466,0,0.0464,0.0109,0.0,0.0392,0.702,127.148,4
TRRVVTK128F422BB5D,Don't Stop Me Now,Queen,https://p.scdn.co/mp3-preview/6042b8adbf1102b28d5da81aa952134af83080b1?cid=774b29d4f13844c495f206cafdad9c86,0ch4H0B6RvfOvpI47YXyre,"rock, classic_rock, 80s, british, 70s",Pop,1979,268173,0.45,0.863,0,-11.825,1,0.194,0.0502,0.000241,0.689,0.23,159.335,4
TROCLWN128F92EB284,Fluorescent Adolescent,Arctic Monkeys,https://p.scdn.co/mp3-preview/cb8560b45aa0d4028e94a2648686c460641074d0?cid=774b29d4f13844c495f206cafdad9c86,02Y78WneC8bUaKWouKl00v,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop",Pop,2007,177534,0.647,0.818,6,-5.222,0,0.0291,0.00196,3.04e-05,0.177,0.813,112.109,4
TRWQINA128F9339E57,Buddy Holly,Weezer,https://p.scdn.co/mp3-preview/8e4fe24146a0acac840e9f3ed45f92b684bd96bf?cid=774b29d4f13844c495f206cafdad9c86,0gOyllwzM7IvfuYZ903zNv,"rock, alternative, indie, alternative_rock, indie_rock, 90s, american",Rock,1994,159226,0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,4
TRXPXGP128F9319B6D,Island in the Sun,Weezer,https://p.scdn.co/mp3-preview/466f86cec2ab7d9248f93fab9221511cacc88c31?cid=774b29d4f13844c495f206cafdad9c86,07n8herweO0s6AmVvWGg38,"rock, alternative, indie, pop, alternative_rock, indie_rock, 90s, 00s, mellow, chill",,2009,200066,0.654,0.802,4,-6.299,0,0.0289,0.00698,0.000915,0.177,0.692,114.637,4
TRRKQMW128F9312597,Banquet,Bloc Party,https://p.scdn.co/mp3-preview/c458c74ad185378340fe18e7ea32214136ac27bc?cid=774b29d4f13844c495f206cafdad9c86,10DvIvSGKXCbAQtWsmJ5TF,"rock, alternative, indie, alternative_rock, indie_rock, british, post_punk, britpop",Rock,2011,198986,0.568,0.967,10,-3.804,0,0.0728,0.00163,0.00314,0.315,0.756,149.949,4
TRFOVTO128F4228CC3,Fortunate Son,Creedence Clearwater Revival,https://p.scdn.co/mp3-preview/3136857b0f683af80257d8641b8e2680ddd8f2ce?cid=774b29d4f13844c495f206cafdad9c86,02W3Xt0zd4cXTQ923Cx9Q3,"rock, classic_rock, 60s",Rock,2005,138052,0.631,0.761,0,-3.905,1,0.0381,0.0562,0.26,0.201,0.45,132.498,4
TRINBYX128E0788920,1979,The Smashing Pumpkins,https://p.scdn.co/mp3-preview/133a9c8c49f32b3efa5addbd4fc1a553382da3d0?cid=774b29d4f13844c495f206cafdad9c86,0x2RFa998GW2SJ0taSn9W6,"rock, alternative, indie, alternative_rock, 90s, grunge",Rock,2013,267266,0.77,0.806,3,-9.414,1,0.0329,0.0153,0.614,0.0542,0.963,126.888,4
